Location IP,Collection Time,Location,Status,HTTP Status Code,DNS Response Time (ms),SSL Handshake Time (ms),Connection Time (ms),Response Time (ms),Content Length (B),Resolved IP,Reason
43.225.142.155,February 21 2023 8:57:12 PM ICT,Bangkok - TH,Up,200,192,14,5,246,24122,13.107.238.68,-
43.225.142.155,February 21 2023 8:51:53 PM ICT,Bangkok - TH,Up,200,199,59,25,320,24122,13.107.238.59,-
43.133.98.45,February 21 2023 8:46:37 PM ICT,Bangkok - TH,Up,200,82,56,23,226,24122,13.107.238.68,-
43.225.142.155,February 21 2023 8:41:26 PM ICT,Bangkok - TH,Up,200,74,14,4,124,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:36:09 PM ICT,Bangkok - TH,Up,200,1,16,4,111,24122,13.107.238.68,-
43.133.98.45,February 21 2023 8:30:49 PM ICT,Bangkok - TH,Up,200,34,51,27,160,24122,13.107.237.59,-
43.225.142.155,February 21 2023 8:25:28 PM ICT,Bangkok - TH,Up,200,68,51,23,188,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:19:57 PM ICT,Bangkok - TH,Up,200,791,14,4,890,24122,13.107.238.59,-
43.133.98.45,February 21 2023 8:14:43 PM ICT,Bangkok - TH,Up,200,29,9,2,70,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:09:28 PM ICT,Bangkok - TH,Up,200,87,16,4,191,24122,13.107.237.48,-
43.225.142.155,February 21 2023 8:04:02 PM ICT,Bangkok - TH,Up,200,1000,14,7,1054,24122,13.107.237.59,-
43.225.142.155,February 21 2023 7:58:36 PM ICT,Bangkok - TH,Up,200,83,15,5,136,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:53:13 PM ICT,Bangkok - TH,Up,200,65,58,24,185,24122,13.107.237.68,-
43.225.142.155,February 21 2023 7:48:39 PM ICT,Bangkok - TH,Up,200,0,57,25,118,24122,13.107.237.68,-
43.225.142.155,February 21 2023 7:46:34 PM ICT,Bangkok - TH,Down,613,63,19,4,-,0,13.107.238.68,Response timeout - Did not receive response for 30 secs.
203.57.114.43,February 21 2023 7:46:34 PM ICT,Melbourne - AUS,Down,613,45,47,15,-,0,13.107.238.31,Response timeout - Did not receive response for 30 secs.
39.108.195.216,February 21 2023 7:46:34 PM ICT,Chongqing - CHN,Down,613,1074,154,57,-,0,13.107.238.59,Response timeout - Did not receive response for 30 secs.
43.133.98.45,February 21 2023 7:41:24 PM ICT,Bangkok - TH,Up,200,28,48,22,156,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:36:07 PM ICT,Bangkok - TH,Up,200,35,58,25,152,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:30:43 PM ICT,Bangkok - TH,Up,200,33,85,23,261,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:25:23 PM ICT,Bangkok - TH,Up,200,0,87,24,156,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:20:07 PM ICT,Bangkok - TH,Up,200,32,59,24,150,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:14:49 PM ICT,Bangkok - TH,Up,200,918,14,4,971,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:09:31 PM ICT,Bangkok - TH,Up,200,0,13,2,52,24122,13.107.238.59,-
43.133.98.45,February 21 2023 7:04:07 PM ICT,Bangkok - TH,Up,200,30,11,2,82,24122,13.107.238.59,-
43.133.98.45,February 21 2023 6:58:54 PM ICT,Bangkok - TH,Up,200,28,50,21,134,24122,13.107.238.59,-
43.133.98.45,February 21 2023 6:53:39 PM ICT,Bangkok - TH,Up,200,98,12,1,145,24122,13.107.237.59,-
43.133.98.45,February 21 2023 6:47:13 PM ICT,Bangkok - TH,Up,200,387,19216,1889,21523,24122,13.107.238.68,-
43.225.142.155,February 21 2023 6:41:58 PM ICT,Bangkok - TH,Up,200,165,24,6,279,24122,13.107.237.59,-
43.225.142.155,February 21 2023 6:36:46 PM ICT,Bangkok - TH,Up,200,1,16,5,106,24122,13.107.238.48,-
43.133.98.45,February 21 2023 6:31:29 PM ICT,Bangkok - TH,Up,200,80,52,22,187,24122,13.107.237.48,-
43.133.98.45,February 21 2023 6:26:18 PM ICT,Bangkok - TH,Up,200,80,42,6,179,24122,13.107.237.48,-
43.225.142.155,February 21 2023 6:21:04 PM ICT,Bangkok - TH,Up,200,66,18,4,123,24122,13.107.238.59,-
43.225.142.155,February 21 2023 6:15:50 PM ICT,Bangkok - TH,Up,200,839,57,24,954,24122,13.107.237.59,-
43.133.98.45,February 21 2023 6:10:30 PM ICT,Bangkok - TH,Up,200,0,71,29,132,24122,13.107.237.59,-
43.225.142.155,February 21 2023 6:05:17 PM ICT,Bangkok - TH,Up,200,133,21,5,196,24122,13.107.237.59,-
43.225.142.155,February 21 2023 5:59:52 PM ICT,Bangkok - TH,Up,200,68,61,25,190,24122,13.107.237.59,-
43.225.142.155,February 21 2023 5:54:33 PM ICT,Bangkok - TH,Up,200,64,55,24,179,24122,13.107.238.59,-
43.225.142.155,February 21 2023 5:49:22 PM ICT,Bangkok - TH,Up,200,134,65,25,260,24122,13.107.238.59,-
43.133.98.45,February 21 2023 5:44:05 PM ICT,Bangkok - TH,Up,200,27,55,22,137,24122,13.107.238.59,-
43.225.142.155,February 21 2023 5:38:50 PM ICT,Bangkok - TH,Up,200,5,17,5,59,24122,13.107.238.68,-
43.225.142.155,February 21 2023 5:33:34 PM ICT,Bangkok - TH,Up,200,185,57,25,303,24122,13.107.238.59,-
43.225.142.155,February 21 2023 5:28:16 PM ICT,Bangkok - TH,Up,200,10,68,26,178,24122,13.107.238.59,-
43.133.98.45,February 21 2023 5:22:59 PM ICT,Bangkok - TH,Up,200,1,58,22,114,24122,13.107.238.59,-
43.225.142.155,February 21 2023 5:17:47 PM ICT,Bangkok - TH,Up,200,240,17,8,303,24122,13.107.237.48,-
43.133.98.45,February 21 2023 5:12:28 PM ICT,Bangkok - TH,Up,200,2,57,22,122,24122,13.107.237.48,-
43.225.142.155,February 21 2023 5:07:12 PM ICT,Bangkok - TH,Up,200,213,13,6,314,24122,13.107.238.68,-
43.133.98.45,February 21 2023 5:01:57 PM ICT,Bangkok - TH,Up,200,1,50,21,117,24122,13.107.237.68,-
43.225.142.155,February 21 2023 4:56:42 PM ICT,Bangkok - TH,Up,200,937,56,25,1053,24122,13.107.238.59,-
43.225.142.155,February 21 2023 4:51:24 PM ICT,Bangkok - TH,Up,200,221,13,4,269,24122,13.107.238.48,-
43.133.98.45,February 21 2023 4:46:09 PM ICT,Bangkok - TH,Up,200,79,10,2,120,24122,13.107.237.68,-
43.225.142.155,February 21 2023 4:40:53 PM ICT,Bangkok - TH,Up,200,71,59,30,196,24122,13.107.238.59,-
43.225.142.155,February 21 2023 4:35:31 PM ICT,Bangkok - TH,Up,200,61,15,4,128,24122,13.107.237.48,-
43.133.98.45,February 21 2023 4:30:15 PM ICT,Bangkok - TH,Up,200,33,9,2,144,24122,13.107.237.59,-
43.225.142.155,February 21 2023 4:25:01 PM ICT,Bangkok - TH,Up,200,33,60,28,158,24122,13.107.237.59,-
43.133.98.45,February 21 2023 4:19:46 PM ICT,Bangkok - TH,Up,200,2,10,1,43,24122,13.107.237.59,-
43.225.142.155,February 21 2023 4:14:29 PM ICT,Bangkok - TH,Up,200,163,57,25,279,24122,13.107.238.59,-
43.225.142.155,February 21 2023 4:09:15 PM ICT,Bangkok - TH,Up,200,218,22,5,278,24122,13.107.237.68,-
43.225.142.155,February 21 2023 4:04:00 PM ICT,Bangkok - TH,Up,200,86,65,25,214,24122,13.107.237.48,-
43.133.98.45,February 21 2023 3:58:40 PM ICT,Bangkok - TH,Up,200,28,53,22,135,24122,13.107.237.68,-
43.225.142.155,February 21 2023 3:53:25 PM ICT,Bangkok - TH,Up,200,42,17,9,103,24122,13.107.237.59,-
43.225.142.155,February 21 2023 3:48:10 PM ICT,Bangkok - TH,Up,200,904,67,29,1035,24122,13.107.253.59,-
43.225.142.155,February 21 2023 3:42:52 PM ICT,Bangkok - TH,Up,200,3,15,9,69,24122,13.107.237.59,-
43.133.98.45,February 21 2023 3:37:38 PM ICT,Bangkok - TH,Up,200,29,88,38,205,24122,13.107.237.59,-
43.133.98.45,February 21 2023 3:32:24 PM ICT,Bangkok - TH,Up,200,32,59,22,147,24122,13.107.238.59,-
43.225.142.155,February 21 2023 3:26:50 PM ICT,Bangkok - TH,Up,200,66,12,4,163,24122,13.107.238.59,-
43.225.142.155,February 21 2023 3:21:33 PM ICT,Bangkok - TH,Up,200,1,18,4,57,24122,13.107.237.59,-
43.225.142.155,February 21 2023 3:16:16 PM ICT,Bangkok - TH,Up,200,73,58,24,234,24122,13.107.238.48,-
43.225.142.155,February 21 2023 3:10:51 PM ICT,Bangkok - TH,Up,200,158,57,24,275,24122,13.107.237.68,-
43.225.142.155,February 21 2023 3:05:35 PM ICT,Bangkok - TH,Up,200,891,58,24,1006,24122,13.107.237.68,-
43.225.142.155,February 21 2023 3:00:17 PM ICT,Bangkok - TH,Up,200,37,59,25,158,24122,13.107.237.59,-
43.133.98.45,February 21 2023 2:54:59 PM ICT,Bangkok - TH,Up,200,2,88,29,149,24122,13.107.237.59,-
43.133.98.45,February 21 2023 2:49:41 PM ICT,Bangkok - TH,Up,200,28,51,21,143,24122,13.107.237.59,-
43.133.98.45,February 21 2023 2:44:17 PM ICT,Bangkok - TH,Up,200,80,62,27,200,24122,13.107.253.59,-
43.133.98.45,February 21 2023 2:39:07 PM ICT,Bangkok - TH,Up,200,1,53,22,109,24122,13.107.237.59,-
43.225.142.155,February 21 2023 2:33:51 PM ICT,Bangkok - TH,Up,200,160,69,30,293,24122,13.107.253.59,-
43.133.98.45,February 21 2023 2:28:30 PM ICT,Bangkok - TH,Up,200,82,57,21,192,24122,13.107.237.68,-
43.225.142.155,February 21 2023 2:23:14 PM ICT,Bangkok - TH,Up,200,944,15,4,998,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:18:02 PM ICT,Bangkok - TH,Up,200,2,56,23,115,24122,13.107.237.59,-
43.133.98.45,February 21 2023 2:12:43 PM ICT,Bangkok - TH,Up,200,31,54,22,139,24122,13.107.237.59,-
43.133.98.45,February 21 2023 2:07:28 PM ICT,Bangkok - TH,Up,200,28,11,1,122,24122,13.107.237.59,-
43.133.98.45,February 21 2023 2:02:10 PM ICT,Bangkok - TH,Up,200,34,50,21,135,24122,13.107.237.59,-
43.133.98.45,February 21 2023 1:56:53 PM ICT,Bangkok - TH,Up,200,29,74,30,170,24122,13.107.237.59,-
43.225.142.155,February 21 2023 1:51:36 PM ICT,Bangkok - TH,Up,200,888,61,25,1011,24122,13.107.237.59,-
43.225.142.155,February 21 2023 1:46:21 PM ICT,Bangkok - TH,Up,200,1001,17,5,1054,24122,13.107.237.48,-
43.133.98.45,February 21 2023 1:41:10 PM ICT,Bangkok - TH,Up,200,32,133,8,214,24122,13.107.238.59,-
43.225.142.155,February 21 2023 1:35:55 PM ICT,Bangkok - TH,Up,200,37,66,29,164,24122,13.107.226.59,-
43.225.142.155,February 21 2023 1:30:37 PM ICT,Bangkok - TH,Up,200,114,13,4,218,24122,13.107.238.59,-
43.133.98.45,February 21 2023 1:25:20 PM ICT,Bangkok - TH,Up,200,28,61,22,161,24122,13.107.238.59,-
43.133.98.45,February 21 2023 1:20:05 PM ICT,Bangkok - TH,Up,200,2,62,112,211,24122,13.107.237.68,-
43.133.98.45,February 21 2023 1:14:52 PM ICT,Bangkok - TH,Up,200,31,12,1,127,24122,13.107.238.59,-
43.133.98.45,February 21 2023 1:09:37 PM ICT,Bangkok - TH,Up,200,0,55,22,111,24122,13.107.238.59,-
43.225.142.155,February 21 2023 1:04:12 PM ICT,Bangkok - TH,Up,200,96,14,4,146,24122,13.107.237.59,-
43.225.142.155,February 21 2023 12:58:59 PM ICT,Bangkok - TH,Up,200,1,56,24,116,24122,13.107.238.59,-
43.133.98.45,February 21 2023 12:53:48 PM ICT,Bangkok - TH,Up,200,27,14,6,79,24122,13.107.237.59,-
43.133.98.45,February 21 2023 12:48:37 PM ICT,Bangkok - TH,Up,200,29,12,2,132,24122,13.107.237.59,-
43.225.142.155,February 21 2023 12:43:19 PM ICT,Bangkok - TH,Up,200,974,59,25,1094,24122,13.107.238.59,-
43.225.142.155,February 21 2023 12:38:05 PM ICT,Bangkok - TH,Up,200,85,26,4,207,24122,13.107.238.59,-
43.225.142.155,February 21 2023 12:32:51 PM ICT,Bangkok - TH,Up,200,66,57,25,182,24122,13.107.237.59,-
43.133.98.45,February 21 2023 12:27:34 PM ICT,Bangkok - TH,Up,200,28,9,2,117,24122,13.107.237.59,-
43.225.142.155,February 21 2023 12:22:20 PM ICT,Bangkok - TH,Up,200,921,57,24,1038,24122,13.107.237.59,-
43.133.98.45,February 21 2023 12:17:11 PM ICT,Bangkok - TH,Up,200,79,53,22,188,24122,13.107.237.68,-
43.225.142.155,February 21 2023 12:11:54 PM ICT,Bangkok - TH,Up,200,1001,14,4,1053,24122,13.107.237.59,-
43.133.98.45,February 21 2023 12:06:38 PM ICT,Bangkok - TH,Up,200,32,55,22,142,24122,13.107.237.59,-
43.225.142.155,February 21 2023 12:01:21 PM ICT,Bangkok - TH,Up,200,124,20,4,183,24122,13.107.238.59,-
43.133.98.45,February 21 2023 11:56:02 AM ICT,Bangkok - TH,Up,200,1,9,2,41,24122,13.107.237.59,-
43.133.98.45,February 21 2023 11:50:47 AM ICT,Bangkok - TH,Up,200,82,56,22,192,24122,13.107.238.68,-
43.133.98.45,February 21 2023 11:45:34 AM ICT,Bangkok - TH,Up,200,84,119,24,261,24122,13.107.238.48,-
43.133.98.45,February 21 2023 11:40:20 AM ICT,Bangkok - TH,Up,200,28,10,2,70,24122,13.107.237.59,-
43.133.98.45,February 21 2023 11:35:09 AM ICT,Bangkok - TH,Up,200,30,15,2,133,24122,13.107.238.59,-
43.225.142.155,February 21 2023 11:29:59 AM ICT,Bangkok - TH,Up,200,34,60,25,155,24122,13.107.238.59,-
43.225.142.155,February 21 2023 11:24:44 AM ICT,Bangkok - TH,Up,200,101,64,39,250,24122,13.107.237.59,-
43.225.142.155,February 21 2023 11:19:27 AM ICT,Bangkok - TH,Up,200,89,67,25,218,24122,13.107.238.59,-
43.225.142.155,February 21 2023 11:14:11 AM ICT,Bangkok - TH,Up,200,173,57,25,292,24122,13.107.238.68,-
43.133.98.45,February 21 2023 11:08:55 AM ICT,Bangkok - TH,Up,200,27,18,1,76,24122,13.107.238.59,-
43.133.98.45,February 21 2023 11:03:36 AM ICT,Bangkok - TH,Up,200,78,8,1,117,24122,13.107.238.68,-
43.225.142.155,February 21 2023 10:58:27 AM ICT,Bangkok - TH,Up,200,39,58,24,156,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:53:14 AM ICT,Bangkok - TH,Up,200,64,64,29,190,24122,13.107.226.59,-
43.225.142.155,February 21 2023 10:47:59 AM ICT,Bangkok - TH,Up,200,121,28,9,192,24122,13.107.237.59,-
43.133.98.45,February 21 2023 10:42:46 AM ICT,Bangkok - TH,Up,200,32,57,40,172,24122,13.107.237.59,-
43.133.98.45,February 21 2023 10:37:33 AM ICT,Bangkok - TH,Up,200,634,12,37,763,24122,13.107.238.68,-
43.133.98.45,February 21 2023 10:32:22 AM ICT,Bangkok - TH,Up,200,32,53,22,140,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:27:08 AM ICT,Bangkok - TH,Up,200,65,57,25,183,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:21:58 AM ICT,Bangkok - TH,Up,200,55,61,24,219,24122,13.107.238.68,-
43.133.98.45,February 21 2023 10:16:46 AM ICT,Bangkok - TH,Up,200,84,100,30,257,24122,13.107.237.68,-
43.133.98.45,February 21 2023 10:11:31 AM ICT,Bangkok - TH,Up,200,5,57,23,119,24122,13.107.238.59,-
43.225.142.155,February 21 2023 10:06:15 AM ICT,Bangkok - TH,Up,200,64,13,4,115,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:01:06 AM ICT,Bangkok - TH,Up,200,938,15,5,990,24122,13.107.238.59,-
43.225.142.155,February 21 2023 9:55:55 AM ICT,Bangkok - TH,Up,200,35,17,8,166,24122,13.107.238.59,-
43.225.142.155,February 21 2023 9:50:43 AM ICT,Bangkok - TH,Up,200,66,57,24,183,24122,13.107.238.59,-
43.225.142.155,February 21 2023 9:45:20 AM ICT,Bangkok - TH,Up,200,13,65,25,142,24122,13.107.237.59,-
43.133.98.45,February 21 2023 9:40:04 AM ICT,Bangkok - TH,Up,200,26,54,22,134,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:34:56 AM ICT,Bangkok - TH,Up,200,72,57,31,213,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:29:43 AM ICT,Bangkok - TH,Up,200,58,60,26,182,24122,13.107.237.59,-
43.133.98.45,February 21 2023 9:24:30 AM ICT,Bangkok - TH,Up,200,27,56,22,138,24122,13.107.238.59,-
43.133.98.45,February 21 2023 9:19:21 AM ICT,Bangkok - TH,Up,200,1,13,19,61,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:14:12 AM ICT,Bangkok - TH,Up,200,54,54,24,177,24122,13.107.237.59,-
43.133.98.45,February 21 2023 9:09:05 AM ICT,Bangkok - TH,Up,200,1,9,2,93,24122,13.107.238.59,-
43.133.98.45,February 21 2023 9:03:51 AM ICT,Bangkok - TH,Up,200,26,56,22,136,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:58:31 AM ICT,Bangkok - TH,Up,200,64,57,26,181,24122,13.107.237.59,-
43.225.142.155,February 21 2023 8:53:24 AM ICT,Bangkok - TH,Up,200,2,57,24,118,24122,13.107.237.59,-
43.225.142.155,February 21 2023 8:48:09 AM ICT,Bangkok - TH,Up,200,64,12,3,169,24122,13.107.238.59,-
43.133.98.45,February 21 2023 8:42:57 AM ICT,Bangkok - TH,Up,200,30,12,2,124,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:37:45 AM ICT,Bangkok - TH,Up,200,164,58,25,325,24122,13.107.238.59,-
43.133.98.45,February 21 2023 8:32:38 AM ICT,Bangkok - TH,Up,200,34,15,7,89,24122,13.107.237.59,-
43.133.98.45,February 21 2023 8:27:26 AM ICT,Bangkok - TH,Up,200,78,18,2,178,24122,13.107.237.68,-
43.133.98.45,February 21 2023 8:22:15 AM ICT,Bangkok - TH,Up,200,27,47,21,144,24122,13.107.237.59,-
43.225.142.155,February 21 2023 8:16:55 AM ICT,Bangkok - TH,Up,200,4,56,27,162,24122,13.107.237.59,-
43.225.142.155,February 21 2023 8:11:34 AM ICT,Bangkok - TH,Up,200,45,60,24,207,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:06:08 AM ICT,Bangkok - TH,Up,200,65,13,4,163,24122,13.107.238.59,-
43.225.142.155,February 21 2023 8:00:48 AM ICT,Bangkok - TH,Up,200,68,57,24,230,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:55:29 AM ICT,Bangkok - TH,Up,200,55,55,24,182,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:50:16 AM ICT,Bangkok - TH,Up,200,31,9,2,120,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:44:56 AM ICT,Bangkok - TH,Up,200,78,10,2,196,24122,13.107.238.59,-
43.133.98.45,February 21 2023 7:39:37 AM ICT,Bangkok - TH,Up,200,27,57,24,144,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:34:23 AM ICT,Bangkok - TH,Up,200,60,55,26,196,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:28:57 AM ICT,Bangkok - TH,Up,200,59,56,26,198,24122,13.107.238.59,-
43.225.142.155,February 21 2023 7:23:42 AM ICT,Bangkok - TH,Up,200,62,62,27,229,24122,13.107.238.59,-
43.133.98.45,February 21 2023 7:18:24 AM ICT,Bangkok - TH,Up,200,28,65,28,171,24122,13.107.226.59,-
43.225.142.155,February 21 2023 7:13:06 AM ICT,Bangkok - TH,Up,200,61,18,4,115,24122,13.107.237.59,-
43.225.142.155,February 21 2023 7:07:45 AM ICT,Bangkok - TH,Up,200,64,20,6,122,24122,13.107.237.59,-
43.133.98.45,February 21 2023 7:02:22 AM ICT,Bangkok - TH,Up,200,2,61,24,121,24122,13.107.238.59,-
43.133.98.45,February 21 2023 6:57:00 AM ICT,Bangkok - TH,Up,200,81,56,25,198,24122,13.107.237.59,-
43.133.98.45,February 21 2023 6:51:46 AM ICT,Bangkok - TH,Up,200,31,8,2,119,24122,13.107.237.59,-
43.133.98.45,February 21 2023 6:46:30 AM ICT,Bangkok - TH,Up,200,69,60,24,189,24122,13.107.238.59,-
43.225.142.155,February 21 2023 6:41:16 AM ICT,Bangkok - TH,Up,200,33,60,26,196,24122,13.107.237.59,-
43.225.142.155,February 21 2023 6:35:54 AM ICT,Bangkok - TH,Up,200,33,62,27,204,24122,13.107.237.59,-
43.133.98.45,February 21 2023 6:30:35 AM ICT,Bangkok - TH,Up,200,30,57,23,232,24122,13.107.238.59,-
43.225.142.155,February 21 2023 6:25:14 AM ICT,Bangkok - TH,Up,200,62,16,5,164,24122,13.107.237.59,-
43.133.98.45,February 21 2023 6:20:00 AM ICT,Bangkok - TH,Up,200,28,13,2,121,24122,13.107.237.59,-
43.225.142.155,February 21 2023 6:14:41 AM ICT,Bangkok - TH,Up,200,67,64,27,247,24122,13.107.238.59,-
43.133.98.45,February 21 2023 6:09:25 AM ICT,Bangkok - TH,Up,200,32,59,25,152,24122,13.107.237.59,-
43.225.142.155,February 21 2023 6:04:09 AM ICT,Bangkok - TH,Up,200,61,56,26,198,24122,13.107.237.59,-
43.225.142.155,February 21 2023 5:58:31 AM ICT,Bangkok - TH,Up,200,33,17,6,140,24122,13.107.237.59,-
43.133.98.45,February 21 2023 5:53:10 AM ICT,Bangkok - TH,Up,200,81,16,4,206,24122,13.107.237.48,-
43.133.98.45,February 21 2023 5:47:53 AM ICT,Bangkok - TH,Up,200,79,57,24,238,24122,13.107.238.68,-
43.225.142.155,February 21 2023 5:42:39 AM ICT,Bangkok - TH,Up,200,62,25,5,175,24122,13.107.238.59,-
43.225.142.155,February 21 2023 5:37:19 AM ICT,Bangkok - TH,Up,200,62,16,4,162,24122,13.107.237.59,-
43.225.142.155,February 21 2023 5:31:58 AM ICT,Bangkok - TH,Up,200,36,17,4,138,24122,13.107.238.68,-
43.133.98.45,February 21 2023 5:26:35 AM ICT,Bangkok - TH,Up,200,32,9,2,121,24122,13.107.237.59,-
43.225.142.155,February 21 2023 5:21:21 AM ICT,Bangkok - TH,Up,200,33,13,4,130,24122,13.107.238.48,-
43.133.98.45,February 21 2023 5:16:04 AM ICT,Bangkok - TH,Up,200,31,54,24,162,24122,13.107.237.59,-
43.133.98.45,February 21 2023 5:10:50 AM ICT,Bangkok - TH,Up,200,81,57,24,240,24122,13.107.238.59,-
43.133.98.45,February 21 2023 5:05:24 AM ICT,Bangkok - TH,Up,200,33,13,10,136,24122,13.107.237.59,-
43.133.98.45,February 21 2023 5:00:08 AM ICT,Bangkok - TH,Up,200,100,58,24,217,24122,13.107.238.48,-
43.225.142.155,February 21 2023 4:54:52 AM ICT,Bangkok - TH,Up,200,216,63,27,393,24122,13.107.237.68,-
43.225.142.155,February 21 2023 4:49:26 AM ICT,Bangkok - TH,Up,200,33,12,6,132,24122,13.107.237.59,-
43.225.142.155,February 21 2023 4:44:05 AM ICT,Bangkok - TH,Up,200,76,15,4,176,24122,13.107.238.59,-
43.133.98.45,February 21 2023 4:38:41 AM ICT,Bangkok - TH,Up,200,42,62,33,217,24122,13.107.238.59,-
43.133.98.45,February 21 2023 4:33:26 AM ICT,Bangkok - TH,Up,200,31,9,2,119,24122,13.107.237.59,-
43.133.98.45,February 21 2023 4:28:04 AM ICT,Bangkok - TH,Up,200,102,52,23,226,24122,13.107.237.68,-
43.133.98.45,February 21 2023 4:22:49 AM ICT,Bangkok - TH,Up,200,117,11,3,209,24122,13.107.237.48,-
43.133.98.45,February 21 2023 4:17:30 AM ICT,Bangkok - TH,Up,200,29,57,24,189,24122,13.107.237.59,-
43.133.98.45,February 21 2023 4:12:04 AM ICT,Bangkok - TH,Up,200,1,16,4,104,24122,13.107.237.59,-
43.133.98.45,February 21 2023 4:06:37 AM ICT,Bangkok - TH,Up,200,79,9,2,167,24122,13.107.237.59,-
43.133.98.45,February 21 2023 4:01:15 AM ICT,Bangkok - TH,Up,200,82,71,31,245,24122,13.107.238.59,-
43.133.98.45,February 21 2023 3:55:53 AM ICT,Bangkok - TH,Up,200,84,10,1,127,24122,13.107.237.48,-
43.225.142.155,February 21 2023 3:50:40 AM ICT,Bangkok - TH,Up,200,66,63,31,242,24122,13.107.237.59,-
43.225.142.155,February 21 2023 3:45:15 AM ICT,Bangkok - TH,Up,200,65,63,27,241,24122,13.107.237.59,-
43.225.142.155,February 21 2023 3:39:53 AM ICT,Bangkok - TH,Up,200,164,16,8,274,24122,13.107.237.59,-
43.133.98.45,February 21 2023 3:34:35 AM ICT,Bangkok - TH,Up,200,81,13,2,195,24122,13.107.237.59,-
43.225.142.155,February 21 2023 3:29:18 AM ICT,Bangkok - TH,Up,200,219,61,26,382,24122,13.107.237.68,-
43.225.142.155,February 21 2023 3:23:51 AM ICT,Bangkok - TH,Up,200,66,61,26,222,24122,13.107.237.59,-
43.133.98.45,February 21 2023 3:18:34 AM ICT,Bangkok - TH,Up,200,81,60,32,209,24122,13.107.237.48,-
43.225.142.155,February 21 2023 3:13:09 AM ICT,Bangkok - TH,Up,200,64,28,13,201,24122,13.107.237.59,-
43.225.142.155,February 21 2023 3:07:50 AM ICT,Bangkok - TH,Up,200,1,13,3,98,24122,13.107.238.59,-
43.133.98.45,February 21 2023 3:02:33 AM ICT,Bangkok - TH,Up,200,33,57,24,191,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:57:13 AM ICT,Bangkok - TH,Up,200,999,21,6,1107,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:51:44 AM ICT,Bangkok - TH,Up,200,57,14,5,156,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:46:27 AM ICT,Bangkok - TH,Up,200,32,13,5,131,24122,13.107.237.59,-
43.225.142.155,February 21 2023 2:41:05 AM ICT,Bangkok - TH,Up,200,70,68,28,274,24122,13.107.238.59,-
43.133.98.45,February 21 2023 2:35:39 AM ICT,Bangkok - TH,Up,200,29,19,1,130,24122,13.107.237.59,-
43.225.142.155,February 21 2023 2:30:10 AM ICT,Bangkok - TH,Up,200,1,11,3,94,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:24:46 AM ICT,Bangkok - TH,Up,200,34,61,26,158,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:19:30 AM ICT,Bangkok - TH,Up,200,32,13,4,135,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:14:08 AM ICT,Bangkok - TH,Up,200,137,58,26,279,24122,13.107.238.59,-
43.225.142.155,February 21 2023 2:08:48 AM ICT,Bangkok - TH,Up,200,66,18,11,178,24122,13.107.237.59,-
43.225.142.155,February 21 2023 2:03:28 AM ICT,Bangkok - TH,Up,200,65,58,26,217,24122,13.107.237.59,-
43.133.98.45,February 21 2023 1:58:10 AM ICT,Bangkok - TH,Up,200,29,10,2,125,24122,13.107.237.59,-
43.133.98.45,February 21 2023 1:52:55 AM ICT,Bangkok - TH,Up,200,99,61,30,238,24122,13.107.237.68,-
43.225.142.155,February 21 2023 1:47:36 AM ICT,Bangkok - TH,Up,200,67,65,29,200,24122,13.107.237.59,-
43.225.142.155,February 21 2023 1:42:22 AM ICT,Bangkok - TH,Up,200,64,66,31,199,24122,13.107.238.59,-
43.225.142.155,February 21 2023 1:37:04 AM ICT,Bangkok - TH,Up,200,64,58,26,200,24122,13.107.237.59,-
